FECHA;Tipo de Cambio;Superior;Regular;Diesel;Bunker;Glp Cilindro 25Lbs.;
29/ene/2025;7.73143; 30.61 ; 29.11 ; 27.73 ; 19.54 ; 110.00 ; 4.40 
30/ene/2025;7.72600; 30.61 ; 29.11 ; 27.73 ; 19.54 ; 110.00 ; 4.40 
31/ene/2025;7.73299; 30.61 ; 29.11 ; 27.73 ; 19.54 ; 110.00 ; 4.40 
01/feb/2025;7.73299; 30.61 ; 29.11 ; 27.73 ; 19.54 ; 110.00 ; 4.40 
02/feb/2025;7.73299; 30.61 ; 29.11 ; 27.73 ; 19.54 ; 110.00 ; 4.40 
03/feb/2025;7.72177; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 113.50 ; 4.54 
04/feb/2025;7.72169; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
05/feb/2025;7.72205; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
06/feb/2025;7.72240; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
07/feb/2025;7.71659; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
08/feb/2025;7.71659; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
09/feb/2025;7.71659; 30.67 ; 28.18 ; 27.79 ; 18.94 ; 117.00 ; 4.68 
10/feb/2025;7.71619; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
11/feb/2025;7.71252; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
12/feb/2025;7.71307; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
13/feb/2025;7.71346; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
14/feb/2025;7.71059; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
15/feb/2025;7.71059; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
16/feb/2025;7.71059; 30.17 ; 28.66 ; 27.02 ; 18.94 ; 117.00 ; 4.68 
17/feb/2025;7.70364; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 118.50 ; 4.74 
18/feb/2025;7.71458; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 118.50 ; 4.74 
19/feb/2025;7.70967; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 120.00 ; 4.80 
20/feb/2025;7.71097; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 120.00 ; 4.80 
21/feb/2025;7.71050; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 120.00 ; 4.80 
22/feb/2025;7.71050; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 120.00 ; 4.80 
23/feb/2025;7.71050; 30.69 ; 29.18 ; 27.58 ; 18.94 ; 120.00 ; 4.80 
24/feb/2025;7.70726; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
25/feb/2025;7.70956; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
26/feb/2025;7.70984; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
27/feb/2025;7.71006; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
28/feb/2025;7.71145; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
01/mar/2025;7.71145; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
02/mar/2025;7.71145; 30.76 ; 29.26 ; 27.67 ; 18.94 ; 120.00 ; 4.80 
03/mar/2025;7.70822; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
04/mar/2025;7.70594; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
05/mar/2025;7.70554; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
06/mar/2025;7.70344; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
07/mar/2025;7.70675; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
08/mar/2025;7.70675; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
09/mar/2025;7.70675; 30.76 ; 29.26 ; 27.67 ; 18.44 ; 120.00 ; 4.80 
10/mar/2025;7.70193; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
11/mar/2025;7.70245; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
12/mar/2025;7.70197; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
13/mar/2025;7.70471; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
14/mar/2025;7.70309; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
15/mar/2025;7.70309; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
16/mar/2025;7.70309; 29.88 ; 28.39 ; 26.81 ; 17.74 ; 120.00 ; 4.80 
17/mar/2025;7.69650; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
18/mar/2025;7.70049; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
19/mar/2025;7.70297; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
20/mar/2025;7.70833; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
21/mar/2025;7.70247; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
22/mar/2025;7.70247; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
23/mar/2025;7.70247; 29.68 ; 28.17 ; 26.08 ; 17.74 ; 120.00 ; 4.80 
24/mar/2025;7.69863; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
25/mar/2025;7.70482; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
26/mar/2025;7.70661; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
27/mar/2025;7.71033; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
28/mar/2025;7.71525; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
29/mar/2025;7.71525; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
30/mar/2025;7.71525; 30.39 ; 28.89 ; 25.76 ; 18.14 ; 120.00 ; 4.80 
31/mar/2025;7.71165; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
01/abr/2025;7.70900; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
02/abr/2025;7.71183; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
03/abr/2025;7.71417; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
04/abr/2025;7.71527; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
05/abr/2025;7.71527; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
06/abr/2025;7.71527; 30.53 ; 29.05 ; 25.79 ; 18.44 ; 120.00 ; 4.80 
07/abr/2025;7.70781; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
08/abr/2025;7.70581; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
09/abr/2025;7.70760; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
10/abr/2025;7.70777; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
11/abr/2025;7.70762; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
12/abr/2025;7.70762; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
13/abr/2025;7.70762; 31.27 ; 29.77 ; 26.19 ; 18.44 ; 120.00 ; 4.80 
14/abr/2025;7.70144; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
15/abr/2025;7.69948; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
16/abr/2025;7.69461; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
17/abr/2025;7.69461; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
18/abr/2025;7.69461; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
19/abr/2025;7.69461; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
20/abr/2025;7.69461; 30.49 ; 28.98 ; 25.68 ; 18.44 ; 120.00 ; 4.80 
21/abr/2025;7.69504; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
22/abr/2025;7.69483; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
23/abr/2025;7.69532; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
24/abr/2025;7.69615; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
25/abr/2025;7.69727; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
26/abr/2025;7.69727; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
27/abr/2025;7.69727; 30.29 ; 28.79 ; 25.50 ; 17.44 ; 120.00 ; 4.80 
28/abr/2025;7.69285; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
29/abr/2025;7.69262; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
30/abr/2025;7.69361; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
01/may/2025;7.69361; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
02/may/2025;7.69041; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
03/may/2025;7.69041; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
04/may/2025;7.69041; 29.97 ; 28.47 ; 25.18 ; 17.64 ; 120.00 ; 4.80 
05/may/2025;7.68858; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
06/may/2025;7.68459; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
07/may/2025;7.68509; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
08/may/2025;7.68441; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
09/may/2025;7.68158; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
10/may/2025;7.68158; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
11/may/2025;7.68158; 29.78 ; 28.28 ; 25.01 ; 17.14 ; 120.00 ; 4.80 
12/may/2025;7.67730; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
13/may/2025;7.67618; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
14/may/2025;7.67629; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
15/may/2025;7.67016; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
16/may/2025;7.67105; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
17/may/2025;7.67105; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
18/may/2025;7.67105; 29.59 ; 28.09 ; 24.80 ; 16.94 ; 120.00 ; 4.80 
19/may/2025;7.66790; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
20/may/2025;7.66602; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
21/may/2025;7.66690; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
22/may/2025;7.66641; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
23/may/2025;7.66589; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
24/may/2025;7.66589; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
25/may/2025;7.66589; 30.23 ; 28.72 ; 25.26 ; 17.74 ; 120.00 ; 4.80 
26/may/2025;7.66417; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
27/may/2025;7.68108; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
28/may/2025;7.67136; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
29/may/2025;7.67429; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
30/may/2025;7.67644; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
31/may/2025;7.67644; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
01/jun/2025;7.67644; 30.25 ; 28.75 ; 25.27 ; 17.74 ; 120.00 ; 4.80 
02/jun/2025;7.67568; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
03/jun/2025;7.67867; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
04/jun/2025;7.67883; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
05/jun/2025;7.68322; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
06/jun/2025;7.68243; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
07/jun/2025;7.68243; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
08/jun/2025;7.68243; 30.16 ; 28.63 ; 25.20 ; 17.74 ; 120.00 ; 4.80 
09/jun/2025;7.68288; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
10/jun/2025;7.68286; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
11/jun/2025;7.68298; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
12/jun/2025;7.68324; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
13/jun/2025;7.68340; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
14/jun/2025;7.68340; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
15/jun/2025;7.68340; 30.00 ; 28.49 ; 25.03 ; 17.74 ; 120.00 ; 4.80 
16/jun/2025;7.67753; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
17/jun/2025;7.67815; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
18/jun/2025;7.68159; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
19/jun/2025;7.68084; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
20/jun/2025;7.68576; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
21/jun/2025;7.68576; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
22/jun/2025;7.68576; 29.93 ; 28.40 ; 24.87 ; 18.94 ; 120.00 ; 4.80 
23/jun/2025;7.68214; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
24/jun/2025;7.68316; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
25/jun/2025;7.68313; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
26/jun/2025;7.68448; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
27/jun/2025;7.68448; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
28/jun/2025;7.68448; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
29/jun/2025;7.68448; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
30/jun/2025;7.68448; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
01/jul/2025;7.68097; 30.97 ; 29.47 ; 26.99 ; 19.94 ; 120.00 ; 4.80 
02/jul/2025;7.68015; 30.96 ; 29.47 ; 26.96 ; 19.14 ; 120.00 ; 4.80 
03/jul/2025;7.68075; 30.96 ; 29.47 ; 26.96 ; 19.14 ; 120.00 ; 4.80 
04/jul/2025;7.67646; 30.96 ; 29.47 ; 26.96 ; 19.14 ; 120.00 ; 4.80 
05/jul/2025;7.67646; 30.96 ; 29.47 ; 26.96 ; 19.14 ; 120.00 ; 4.80 
06/jul/2025;7.67646; 30.96 ; 29.47 ; 26.96 ; 19.14 ; 120.00 ; 4.80 
07/jul/2025;7.67741; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
08/jul/2025;7.67402; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
09/jul/2025;7.67220; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
10/jul/2025;7.67559; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
11/jul/2025;; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
12/jul/2025;; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
13/jul/2025;; 30.98 ; 29.49 ; 27.00 ; 18.49 ; 120.00 ; 4.80 
